timestamp,queue,policy,payload_size,capacity,producers,consumers,push_ops,pop_ops,warmup_ops,throughput,push_avg_ns,push_p50_ns,push_p95_ns,push_p999_ns,push_min_ns,push_max_ns,pop_avg_ns,pop_p50_ns,pop_p95_ns,pop_p999_ns,pop_min_ns,pop_max_ns
2026-05-02 20:48:36,Mutex,Baseline,16,256,2,4,1000000,1000000,200000,2.71344e+06,390.501,0,589,88394,0,712555,1390.52,98,1375,169716,0,695858
2026-05-02 20:48:36,MPMC,Try,16,256,2,8,1000000,1000000,200000,1.24274e+07,275.581,196,786,3242,0,350434,1150.28,688,3634,13456,0,309085
2026-05-02 20:48:36,MPMC,Blocking,16,256,2,8,1000000,1000000,200000,3.1604e+07,82.3293,98,99,197,0,1079094,464.47,393,589,4321,0,1079488
2026-05-02 20:48:36,Mutex,Baseline,16,256,2,8,1000000,1000000,200000,351184,502.554,0,532,104794,0,1019314,28584.2,98,170598,1255392,0,7026733
2026-05-02 20:48:36,MPMC,Try,16,256,4,2,1000000,1000000,200000,1.49394e+07,479.654,295,1473,5794,0,277062,216.41,99,687,2456,0,257714
2026-05-02 20:48:36,MPMC,Blocking,16,256,4,2,1000000,1000000,200000,3.38579e+07,201.267,196,295,393,0,245339,78.7577,98,99,197,0,195545
2026-05-02 20:48:36,Mutex,Baseline,16,256,4,2,1000000,1000000,200000,2.45863e+06,1489.31,98,1375,169518,0,666580,406.618,0,589,90063,0,281481
2026-05-02 20:48:36,MPMC,Try,16,256,4,4,1000000,1000000,200000,1.46355e+07,493.747,295,1474,4715,0,155669,449.453,197,1572,6973,0,196330
2026-05-02 20:48:36,MPMC,Blocking,16,256,4,4,1000000,1000000,200000,5.29883e+07,99.8201,98,196,295,0,382347,108.222,98,197,393,0,388830
2026-05-02 20:48:36,Mutex,Baseline,16,256,4,4,1000000,1000000,200000,2.76987e+06,1516.74,98,6187,202517,0,7573098,969.499,98,5598,90455,0,403955
2026-05-02 20:48:36,MPMC,Try,16,256,4,8,1000000,1000000,200000,1.22303e+07,610.756,392,1768,9625,0,3081273,1172.74,687,3438,15125,0,3190880
2026-05-02 20:48:36,MPMC,Blocking,16,256,4,8,1000000,1000000,200000,3.77568e+07,163.36,98,196,295,0,3582951,375.521,197,295,1670,0,4663209
2026-05-02 20:48:36,Mutex,Baseline,16,256,4,8,1000000,1000000,200000,1.31599e+06,628.21,98,1596,55491,0,737490,4799.68,98,10018,410066,0,16553109
2026-05-02 20:48:36,MPMC,Try,16,256,8,2,1000000,1000000,200000,1.1872e+07,1268.93,639,4363,18301,0,1013994,303.021,212,958,3724,0,315370
2026-05-02 20:48:36,MPMC,Blocking,16,256,8,2,1000000,1000000,200000,3.26918e+07,445.232,425,638,2128,0,1180617,77.2827,106,107,213,0,1179872
2026-05-02 20:48:36,Mutex,Baseline,16,256,8,2,1000000,1000000,200000,381965,26694.6,98,156261,1169552,0,7965776,321.597,0,491,36438,0,749090
2026-05-02 20:48:36,MPMC,Try,16,256,8,4,1000000,1000000,200000,1.41223e+07,998.032,589,3241,12572,0,2003009,499.723,294,1669,5500,0,5444581
2026-05-02 20:48:36,MPMC,Blocking,16,256,8,4,1000000,1000000,200000,5.09932e+07,268.514,196,295,786,0,3944142,107.776,98,99,197,0,3944338
2026-05-02 20:48:36,Mutex,Baseline,16,256,8,4,1000000,1000000,200000,1.8034e+06,3601.5,90,8553,345089,0,3903112,557.558,0,1531,43305,0,624095
